Species	SeqID	Sigma	Phi
Scer	Centroid	0.88879642135	0.9464657563489887
Cele	Centroid	0.565989458001	0.7688416852465997
Crei	Centroid	0.438043117045	0.612081878766621
Mtru	Centroid	0.136990287539	0.29429503182840333
Agam	Centroid	0.100255936391	0.3626457236518091
Dmel	Centroid	0.626254043483	0.803060087121474
Xtro	Centroid	0.111083734612	0.2180566543786016
Drer	Centroid	0.184285829902	0.33106294075498105
Mmus	Centroid	0.347185966825	0.4546938033352174
Hsap	Centroid	0.386040498582	0.5062189608685329
